Dim.1,Dim.2,Dim.3,Dim.4,Dim.5
1.347177263311892e-26,1.2402464319970477e-24,1.321180726318453e-25,100,4.053936596453323e-26
14.434493019948775,4.860106547649721,0.0272812514367627,1.1338432967677662e-26,0.012406522262035504
8.565463902597035,0.04616979753915504,9.16263733606751,2.6272313867797423e-27,6.59788474393115
0.10090746261469626,14.307804329957104,34.699820331036776,4.60854319281682e-25,2.268274462766723
10.635290452515207,2.05457581661618,18.22421341906326,3.7091604306520746e-26,0.373659575525778
0.6579199294851878,29.304817889401413,7.305160447710904,4.143029531006889e-25,2.495356132741462
3.1402826289699504,10.981814972275439,0.018123128429835506,3.785309343384616e-25,76.26924443970657
16.267340903928,0.24736695504474626,0.5964244113705668,3.702509449156403e-29,0.8616421520185364
8.850061362886033,7.303475329913243,2.280248853277528,3.6466240348084296e-26,0.36229912904366673
14.057410351442911,5.963225280773161,2.902669595483583,2.82653480315013e-26,0.9158320816433119
3.65102887376925,24.34989136989633,0.028569402258199792,2.8265179535167956e-25,4.871290109765793
13.528280753478347,0.003168993338392342,6.858950864699484,6.720040590382735e-27,1.0515428946268872
6.111520358364622,0.5775827175951307,17.89590095916575,5.338969643858347e-29,3.9205677559682317
